timestamp,trip_id,lorry_id,driver_id,fuel,class,corridor,segment_id,from_lat,from_lng,to_lat,to_lng,distance_km,avg_speed_kmh,congestion_index,load_ratio,idle_seconds,hour,day_of_week,co_g,co2_g,nox_g,ch4_g,fuel_l
2026-04-01T17:32:00,16,LRQ-0010,DRV-330,electric,Electric rigid (BEV),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,64.0,0.453,0.96,402.0,17,2,0.0,0.0,0.0,0.0,0.0
2026-04-01T20:22:56.518157,16,LRQ-0010,DRV-330,electric,Electric rigid (BEV),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,69.3,0.332,0.96,218.8,20,2,0.0,0.0,0.0,0.0,0.0
2026-04-01T20:38:00,17,LRQ-0010,DRV-330,electric,Electric rigid (BEV),East Coast (KL-Kuantan),East Coast (KL-Kuantan) :: Kuala Lumpur->Kuantan Port,3.139,101.6869,3.9639,103.4292,214.01,47.5,0.291,0.61,347.9,20,2,0.0,0.0,0.0,0.0,0.0
2026-04-01T15:01:00,18,LRQ-0011,DRV-690,diesel,Rigid 2-axle (Euro 5),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,47.5,0.291,0.72,269.6,15,2,205.154,60073.87,739.7156,3.41923,26.3713
2026-04-01T05:43:00,19,LRQ-0012,DRV-919,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,75.3,0.218,1.0,43.4,5,2,414.633,123205.06,1517.0772,6.91054,36.7776
2026-04-01T06:26:14.364808,19,LRQ-0012,DRV-919,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,70.1,0.315,1.0,375.7,6,2,1954.194,579634.52,7137.2907,32.5699,173.0252
2026-04-01T06:11:00,20,LRQ-0013,DRV-956,diesel,Prime mover + trailer (Euro 3),East Coast (KL-Kuantan),East Coast (KL-Kuantan) :: Kuala Lumpur->Kuantan Port,3.139,101.6869,3.9639,103.4292,214.01,49.8,0.229,0.83,342.8,6,2,2603.675,773345.06,9522.5324,43.39458,230.8493
2026-04-01T19:11:00,21,LRQ-0013,DRV-956,diesel,Prime mover + trailer (Euro 3),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,38.9,0.637,0.94,441.2,19,2,941.584,277754.08,3420.1062,15.69307,82.9117
2026-04-01T20:30:00,22,LRQ-0014,DRV-777,diesel,Rigid 3-axle (Euro 4),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,42.7,0.45,0.98,236.1,20,2,413.743,122063.48,1503.0204,6.89571,45.5461
2026-04-01T18:42:00,23,LRQ-0014,DRV-777,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,61.3,0.529,0.53,311.6,18,2,735.215,217638.11,2679.8723,12.25359,81.2083
2026-04-01T21:38:38.363909,23,LRQ-0014,DRV-777,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,76.7,0.195,0.53,172.5,21,2,425.845,126091.72,1552.622,7.09742,47.0492
2026-04-01T10:44:00,24,LRQ-0014,DRV-777,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,41.3,0.51,0.53,269.7,10,2,147.597,42832.26,527.4122,2.45995,15.9822
2026-04-01T11:12:22.814370,24,LRQ-0014,DRV-777,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,46.0,0.338,0.53,412.8,11,2,80.77,22338.65,275.0654,1.34616,8.3353
2026-04-01T11:32:57.550817,24,LRQ-0014,DRV-777,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,46.1,0.335,0.53,260.1,11,2,70.923,20039.84,246.7593,1.18204,7.4776
2026-04-01T17:35:00,25,LRQ-0015,DRV-182,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,64.0,0.453,0.87,62.3,17,2,520.522,154753.05,1905.5413,8.67537,67.9337
2026-04-01T20:20:16.863989,25,LRQ-0015,DRV-182,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,69.3,0.332,0.87,277.4,20,2,336.397,99072.41,1219.9214,5.60662,43.491
2026-04-01T19:16:00,26,LRQ-0015,DRV-182,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,36.8,0.878,0.36,387.0,19,2,120.832,34700.57,427.2831,2.01386,15.2329
2026-04-01T19:49:12.491014,26,LRQ-0015,DRV-182,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,36.8,0.892,0.36,404.4,19,2,79.993,22482.26,276.8338,1.33322,9.8693
2026-04-01T20:13:03.052863,26,LRQ-0015,DRV-182,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,39.5,0.598,0.36,331.4,20,2,62.647,17558.28,216.2027,1.04411,7.7078
2026-04-01T17:52:00,27,LRQ-0016,DRV-344,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,36.8,0.9,0.91,458.0,17,2,178.106,51305.95,631.7524,2.96843,23.93
2026-04-01T18:26:24.575275,27,LRQ-0016,DRV-344,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,37.0,0.98,0.91,468.6,18,2,116.374,32883.49,404.9086,1.93957,15.3374
2026-04-01T18:51:15.751142,27,LRQ-0016,DRV-344,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,37.0,0.98,0.91,422.2,18,2,106.044,29982.67,369.1896,1.7674,13.9845
2026-04-01T19:12:00,28,LRQ-0016,DRV-344,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,36.8,0.878,0.59,387.5,19,2,158.431,45862.78,564.7282,2.64051,21.3912
2026-04-01T19:45:13.040174,28,LRQ-0016,DRV-344,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,36.8,0.892,0.59,406.4,19,2,104.139,29631.84,364.8697,1.73565,13.8208
2026-04-01T20:09:05.655413,28,LRQ-0016,DRV-344,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,39.5,0.598,0.59,362.7,20,2,82.005,23189.21,285.5387,1.36675,10.8159
2026-04-01T20:48:00,29,LRQ-0017,DRV-261,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,70.1,0.315,0.74,154.7,20,2,461.447,136821.41,1684.7413,7.69078,60.0621
2026-04-01T23:20:32.765937,29,LRQ-0017,DRV-261,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,78.4,0.167,0.74,199.6,23,2,306.953,90645.98,1116.1632,5.11588,39.7919
2026-04-01T11:08:00,30,LRQ-0017,DRV-261,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,45.8,0.344,0.49,296.0,11,2,80.091,22820.69,281.001,1.33485,10.0179
2026-04-01T11:34:28.579613,30,LRQ-0017,DRV-261,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,46.0,0.338,0.49,398.0,11,2,54.495,14844.33,182.7847,0.90825,6.5164
2026-04-01T11:54:48.472348,30,LRQ-0017,DRV-261,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,46.1,0.335,0.49,368.9,11,2,49.664,13506.84,166.3155,0.82773,5.9293
2026-04-01T19:31:00,31,LRQ-0017,DRV-261,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,63.8,0.459,0.92,247.2,19,2,534.995,158314.38,1949.3935,8.91658,69.4971
2026-04-01T22:19:57.667987,31,LRQ-0017,DRV-261,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,79.3,0.153,0.92,216.4,22,2,326.079,96227.66,1184.8928,5.43464,42.2422
2026-04-01T12:19:00,32,LRQ-0018,DRV-308,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,48.1,0.274,0.8,112.3,12,2,115.061,33750.77,415.5878,1.91768,12.5936
2026-04-01T12:41:21.173462,32,LRQ-0018,DRV-308,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,47.4,0.295,0.8,292.7,12,2,81.107,22818.6,280.9753,1.35179,8.5144
2026-04-01T12:59:31.450857,32,LRQ-0018,DRV-308,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,48.3,0.27,0.8,154.3,12,2,68.826,19792.03,243.7078,1.1471,7.3851
2026-04-01T18:53:00,33,LRQ-0019,DRV-109,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,37.0,0.99,0.37,349.9,18,2,119.582,34446.61,424.1561,1.99304,15.1214
2026-04-01T19:25:28.579079,33,LRQ-0019,DRV-109,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,36.8,0.892,0.37,426.1,19,2,80.68,22609.37,278.3989,1.34466,9.9251
2026-04-01T19:49:40.841134,33,LRQ-0019,DRV-109,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,36.8,0.88,0.37,243.1,19,2,71.019,20340.19,250.4575,1.18365,8.929
2026-04-01T19:41:00,34,LRQ-0019,DRV-109,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,36.8,0.878,0.96,299.9,19,2,147.053,42566.24,524.1366,2.45088,18.6858
2026-04-01T20:12:45.405997,34,LRQ-0019,DRV-109,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,39.3,0.611,0.96,351.1,20,2,85.383,23993.5,295.4424,1.42305,10.5327
2026-04-01T20:34:38.008528,34,LRQ-0019,DRV-109,diesel,Rigid 2-axle (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,39.5,0.598,0.96,367.7,20,2,77.977,21720.39,267.4526,1.29962,9.5349
2026-04-01T20:18:00,35,LRQ-0019,DRV-109,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,68.4,0.349,0.95,218.2,20,2,156.839,45816.24,564.1552,2.61399,20.1125
2026-04-01T21:08:27.454898,35,LRQ-0019,DRV-109,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,75.5,0.215,0.95,3.3,21,2,659.525,196378.23,2418.0901,10.99208,86.2064
2026-04-01T18:30:00,36,LRQ-0020,DRV-782,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,61.3,0.529,0.88,268.0,18,2,1547.749,459318.52,5655.7878,25.79582,137.11
2026-04-01T21:25:54.812520,36,LRQ-0020,DRV-782,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,76.7,0.195,0.88,198.8,21,2,898.171,266293.2,3278.9834,14.96951,79.4905
2026-04-01T19:24:00,37,LRQ-0020,DRV-782,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,61.6,0.52,0.69,383.8,19,2,448.638,131488.08,1619.0696,7.4773,39.2502
2026-04-01T20:22:22.880194,37,LRQ-0020,DRV-782,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,67.2,0.376,0.69,266.9,20,2,1821.032,540797.95,6659.0792,30.35053,161.4322
2026-04-01T09:17:00,38,LRQ-0020,DRV-782,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,63.5,0.465,0.9,414.9,9,2,465.101,136055.87,1675.3148,7.75169,40.6137
2026-04-01T10:14:20.441225,38,LRQ-0020,DRV-782,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,71.8,0.281,0.9,254.4,10,2,1863.578,553435.45,6814.6903,31.05963,165.2046
2026-04-01T13:18:00,39,LRQ-0021,DRV-491,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,80.4,0.136,0.87,30.4,13,2,692.951,206203.54,2539.0734,11.54918,76.9416
2026-04-01T15:29:17.673176,39,LRQ-0021,DRV-491,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,75.5,0.214,0.87,140.6,15,2,478.885,141946.05,1747.8432,7.98141,52.9649
2026-04-01T20:28:00,40,LRQ-0021,DRV-491,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,70.1,0.315,0.91,95.1,20,2,728.079,216356.48,2664.091,12.13464,80.73
2026-04-01T22:59:33.191651,40,LRQ-0021,DRV-491,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,79.3,0.153,0.91,114.4,22,2,482.72,143203.2,1763.323,8.04533,53.434
2026-04-01T16:48:00,41,LRQ-0022,DRV-439,electric,Electric rigid (BEV),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,43.0,0.439,0.53,400.9,16,2,0.0,0.0,0.0,0.0,0.0
2026-04-01T17:20:00,42,LRQ-0022,DRV-439,electric,Electric rigid (BEV),East Coast (KL-Kuantan),East Coast (KL-Kuantan) :: Kuala Lumpur->Kuantan Port,3.139,101.6869,3.9639,103.4292,214.01,44.2,0.396,0.62,342.9,17,2,0.0,0.0,0.0,0.0,0.0
2026-04-01T12:14:00,43,LRQ-0022,DRV-439,electric,Electric rigid (BEV),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,78.3,0.168,0.7,289.9,12,2,0.0,0.0,0.0,0.0,0.0
2026-04-01T12:59:43.022665,43,LRQ-0022,DRV-439,electric,Electric rigid (BEV),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,77.7,0.178,0.7,111.5,12,2,0.0,0.0,0.0,0.0,0.0
2026-04-01T15:45:00,44,LRQ-0023,DRV-825,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,44.4,0.389,0.82,402.3,15,2,0.0,0.0,0.0,0.0,0.0
2026-04-01T16:13:54.808753,44,LRQ-0023,DRV-825,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,39.2,0.615,0.82,351.1,16,2,0.0,0.0,0.0,0.0,0.0
2026-04-01T16:35:49.032793,44,LRQ-0023,DRV-825,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,39.5,0.599,0.82,480.0,16,2,0.0,0.0,0.0,0.0,0.0
2026-04-01T17:50:00,45,LRQ-0023,DRV-825,electric,Electric rigid (BEV),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,39.0,0.629,0.99,368.6,17,2,0.0,0.0,0.0,0.0,0.0
