timestamp,corridor,segment_id,segment_index,from_lat,from_lng,to_lat,to_lng,hour,day_of_week,congestion_index
2026-07-31T04:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,4,4,0.2388
2026-07-31T05:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,5,4,0.3161
2026-07-31T06:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,6,4,0.4747
2026-07-31T07:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,7,4,0.8993
2026-07-31T08:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,8,4,0.9367
2026-07-31T09:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,9,4,0.7247
2026-07-31T10:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,10,4,0.5602
2026-07-31T11:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,11,4,0.2604
2026-07-31T12:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,12,4,0.288
2026-07-31T13:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,13,4,0.1513
2026-07-31T14:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,14,4,0.2135
2026-07-31T15:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,15,4,0.3983
2026-07-31T16:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,16,4,0.6438
2026-07-31T17:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,17,4,0.8868
2026-07-31T18:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,18,4,0.9931
2026-07-31T19:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,19,4,0.8585
2026-07-31T20:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,20,4,0.5108
2026-07-31T21:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,21,4,0.3433
2026-07-31T22:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,22,4,0.2654
2026-07-31T23:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,23,4,0.331
2026-08-01T00:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,0,5,0.2831
2026-08-01T01:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,1,5,0.1567
2026-08-01T02:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,2,5,0.282
2026-08-01T03:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,3,5,0.2407
2026-08-01T04:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,4,5,0.2342
2026-08-01T05:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,5,5,0.3703
2026-08-01T06:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,6,5,0.5727
2026-08-01T07:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,7,5,0.8441
2026-08-01T08:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,8,5,0.8871
2026-08-01T09:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,9,5,0.7696
2026-08-01T10:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,10,5,0.5307
2026-08-01T11:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,11,5,0.3922
2026-08-01T12:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,12,5,0.2467
2026-08-01T13:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,13,5,0.2577
2026-08-01T14:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,14,5,0.2268
2026-08-01T15:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,15,5,0.3147
2026-08-01T16:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,16,5,0.6482
2026-08-01T17:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,17,5,0.9579
2026-08-01T18:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,18,5,0.9957
2026-08-01T19:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,19,5,0.9368
2026-08-01T20:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,20,5,0.6212
2026-08-01T21:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,21,5,0.3478
2026-08-01T22:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,22,5,0.3148
2026-08-01T23:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,23,5,0.3598
2026-08-02T00:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,0,6,0.2604
2026-08-02T01:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,1,6,0.3564
2026-08-02T02:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,2,6,0.1054
2026-08-02T03:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,3,6,0.3131
2026-08-02T04:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,4,6,0.2801
2026-08-02T05:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,5,6,0.3157
2026-08-02T06:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,6,6,0.5163
2026-08-02T07:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,7,6,0.6689
2026-08-02T08:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,8,6,0.9243
2026-08-02T09:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,9,6,0.8096
2026-08-02T10:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,10,6,0.5995
2026-08-02T11:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,11,6,0.3026
2026-08-02T12:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,12,6,0.2269
2026-08-02T13:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,13,6,0.2388
2026-08-02T14:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,14,6,0.3481
2026-08-02T15:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,15,6,0.4062
2026-08-02T16:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,16,6,0.5677
2026-08-02T17:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,17,6,0.9073
2026-08-02T18:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,18,6,1.0
2026-08-02T19:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,19,6,0.9347
2026-08-02T20:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,20,6,0.5574
2026-08-02T21:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,21,6,0.3668
2026-08-02T22:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,22,6,0.2695
2026-08-02T23:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,23,6,0.1797
2026-08-03T00:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,0,0,0.2803
2026-08-03T01:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,1,0,0.2782
2026-08-03T02:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,2,0,0.2629
2026-08-03T03:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,3,0,0.2497
2026-08-03T04:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,4,0,0.1899
2026-08-03T05:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,5,0,0.3084
2026-08-03T06:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,6,0,0.4903
2026-08-03T07:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,7,0,0.7401
2026-08-03T08:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,8,0,0.9278
2026-08-03T09:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,9,0,0.8124
2026-08-03T10:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,10,0,0.624
2026-08-03T11:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,11,0,0.3442
2026-08-03T12:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,12,0,0.2909
2026-08-03T13:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,13,0,0.2644
2026-08-03T14:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,14,0,0.178
2026-08-03T15:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,15,0,0.3849
2026-08-03T16:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,16,0,0.6031
2026-08-03T17:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,17,0,1.0
2026-08-03T18:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,18,0,0.9885
2026-08-03T19:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,19,0,0.8946
2026-08-03T20:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,20,0,0.5974
2026-08-03T21:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,21,0,0.3164
2026-08-03T22:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,22,0,0.3616
2026-08-03T23:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,23,0,0.3127
2026-08-04T00:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,0,1,0.31
2026-08-04T01:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,1,1,0.2079
2026-08-04T02:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,2,1,0.3468
2026-08-04T03:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,3,1,0.1797
2026-08-04T04:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,4,1,0.3101
2026-08-04T05:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,5,1,0.4651
2026-08-04T06:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,6,1,0.4514
2026-08-04T07:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,7,1,0.7542
2026-08-04T08:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,8,1,0.9435
2026-08-04T09:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,9,1,0.758
2026-08-04T10:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,10,1,0.4178
2026-08-04T11:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,11,1,0.3378
2026-08-04T12:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,12,1,0.2117
2026-08-04T13:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,13,1,0.2973
2026-08-04T14:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,14,1,0.238
2026-08-04T15:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,15,1,0.4795
2026-08-04T16:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,16,1,0.5525
2026-08-04T17:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,17,1,0.8572
2026-08-04T18:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,18,1,1.0
2026-08-04T19:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,19,1,0.8027
2026-08-04T20:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,20,1,0.6131
2026-08-04T21:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,21,1,0.4649
2026-08-04T22:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,22,1,0.1966
2026-08-04T23:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,23,1,0.2786
2026-08-05T00:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,0,2,0.2781
2026-08-05T01:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,1,2,0.3094
2026-08-05T02:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,2,2,0.1884
2026-08-05T03:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,3,2,0.1846
2026-08-05T04:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,4,2,0.3062
2026-08-05T05:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,5,2,0.3515
2026-08-05T06:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,6,2,0.5258
2026-08-05T07:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,7,2,0.809
2026-08-05T08:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,8,2,0.8967
2026-08-05T09:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,9,2,0.8021
2026-08-05T10:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,10,2,0.5284
2026-08-05T11:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,11,2,0.2908
2026-08-05T12:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,12,2,0.3874
2026-08-05T13:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,13,2,0.2973
2026-08-05T14:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,14,2,0.2217
2026-08-05T15:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,15,2,0.4259
2026-08-05T16:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,16,2,0.541
2026-08-05T17:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,17,2,0.9238
2026-08-05T18:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,18,2,1.0
2026-08-05T19:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,19,2,0.8273
2026-08-05T20:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,20,2,0.6573
2026-08-05T21:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,21,2,0.4112
2026-08-05T22:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,22,2,0.3424
2026-08-05T23:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,23,2,0.3814
2026-08-06T00:00:00,Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,0,3.0,101.39,3.0733,101.5185,0,3,0.2478
